站名,年份,月份,總日照時數h,總日射量MJ/ m2
水試臺西試驗場,2001,3,*283.6,*527.5
海口故事園區,2001,3,275.7,498.4
臺大雲林校區,2001,3,292.1,536.9
麥寮合作社,2001,3,296.4,551.4
農試嘉義分所,2001,3,*257.4,*455.8
南改義竹分場,2001,3,290.6,536.8
南改鹿草分場,2001,3,287.1,530.9
布袋國中,2001,3,288.5,549.3
農試溪口農場,2001,3,*264.0,*496.3
七股研究中心,2001,3,294.2,561.9
六官養殖協會,2001,3,291.6,534.9
水試所海水繁養殖中心,2001,3,288.3,543.5
畜試所,2001,3,293.8,532.0
臺南蘭花園區,2001,3,287.8,525.4
臺南農改,2001,3,295.8,539.3
林試六龜中心,2001,3,293.1,556.2
林試扇平站,2001,3,254.2,445.7
農試鳳山分所,2001,3,*280.6,*506.7
高改旗南分場,2001,3,*281.8,*511.7
崎峰國小,2001,3,303.7,607.6
恆春工作站,2001,3,XXX,XXX
東港工作站,2001,3,306.5,613.5
畜試南區分所,2001,3,*296.5,*618.7
高雄農改,2001,3,312.5,717.9
畜試東區分所,2001,3,258.3,448.9
花改蘭陽分場,2001,3,248.4,410.9
花蓮農改,2001,3,243.1,383.7
東改班鳩分場,2001,3,231.4,352.9
東改賓朗果園,2001,3,*223.5,*342.0
林試太麻里1,2001,3,250.0,429.1
林試太麻里2,2001,3,*252.8,*456.9
茶改東部分場,2001,3,*236.9,*399.6
桃改樹林分場,2001,4,254.5,427.2
茶改北部分場,2001,4,249.9,431.5
桃園農改,2001,4,286.0,533.5
茶改場,2001,4,276.5,504.4
農工中心,2001,4,268.5,478.7
桃改五峰分場,2001,4,253.8,436.2
桃改新埔分場,2001,4,288.9,510.0
畜試北區分所,2001,4,315.6,719.9
苗改生物防治研究中心,2001,4,297.9,556.5
苗栗農改,2001,4,301.2,601.6
種苗繁殖,2001,4,297.5,539.4
農業試驗所,2001,4,214.3,377.8
王功漁港,2001,4,295.4,547.3
臺中農改,2001,4,293.4,538.6
中改埔里分場,2001,4,*252.9,*398.1
林試畢祿溪站,2001,4,*246.2,*422.7
臺大內茅埔,2001,4,229.0,364.4
臺大和社,2001,4,234.6,370.7
臺大溪頭,2001,4,200.1,291.0
臺大竹山,2001,4,276.4,478.3
茶改中部分場,2001,4,260.8,418.9
茶改南部分場,2001,4,275.2,475.7
萬大發電廠,2001,4,258.1,468.2
蓮華池,2001,4,261.3,407.1
南改斗南分場,2001,4,289.5,532.4
口湖工作站,2001,4,294.1,560.1
四湖植物園,2001,4,288.5,535.2
水試臺西試驗場,2001,4,*283.6,*527.5
海口故事園區,2001,4,275.7,498.4
臺大雲林校區,2001,4,292.1,536.9
麥寮合作社,2001,4,296.4,551.4
農試嘉義分所,2001,4,*257.4,*455.8
南改義竹分場,2001,4,290.6,536.8
南改鹿草分場,2001,4,287.1,530.9
布袋國中,2001,4,288.5,549.3
農試溪口農場,2001,4,*264.0,*496.3
七股研究中心,2001,4,294.2,561.9
六官養殖協會,2001,4,291.6,534.9
水試所海水繁養殖中心,2001,4,288.3,543.5
畜試所,2001,4,293.8,532.0
臺南蘭花園區,2001,4,287.8,525.4
臺南農改,2001,4,295.8,539.3
林試六龜中心,2001,4,293.1,556.2
林試扇平站,2001,4,254.2,445.7
農試鳳山分所,2001,4,*280.6,*506.7
高改旗南分場,2001,4,*281.8,*511.7
崎峰國小,2001,4,303.7,607.6
恆春工作站,2001,4,XXX,XXX
東港工作站,2001,4,306.5,613.5
畜試南區分所,2001,4,*296.5,*618.7
高雄農改,2001,4,312.5,717.9
畜試東區分所,2001,4,258.3,448.9
花改蘭陽分場,2001,4,248.4,410.9
花蓮農改,2001,4,243.1,383.7
東改班鳩分場,2001,4,231.4,352.9
東改賓朗果園,2001,4,*223.5,*342.0
林試太麻里1,2001,4,250.0,429.1
林試太麻里2,2001,4,*252.8,*456.9
茶改東部分場,2001,4,*236.9,*399.6
桃改樹林分場,2001,5,254.5,427.2
茶改北部分場,2001,5,249.9,431.5
桃園農改,2001,5,286.0,533.5
茶改場,2001,5,276.5,504.4
農工中心,2001,5,268.5,478.7
桃改五峰分場,2001,5,253.8,436.2
桃改新埔分場,2001,5,288.9,510.0
畜試北區分所,2001,5,315.6,719.9
苗改生物防治研究中心,2001,5,297.9,556.5
苗栗農改,2001,5,301.2,601.6
種苗繁殖,2001,5,297.5,539.4
農業試驗所,2001,5,214.3,377.8
王功漁港,2001,5,295.4,547.3
臺中農改,2001,5,293.4,538.6
中改埔里分場,2001,5,*252.9,*398.1
林試畢祿溪站,2001,5,*246.2,*422.7
臺大內茅埔,2001,5,229.0,364.4
臺大和社,2001,5,234.6,370.7
臺大溪頭,2001,5,200.1,291.0
臺大竹山,2001,5,276.4,478.3
茶改中部分場,2001,5,260.8,418.9
茶改南部分場,2001,5,275.2,475.7
萬大發電廠,2001,5,258.1,468.2
蓮華池,2001,5,261.3,407.1
南改斗南分場,2001,5,289.5,532.4
口湖工作站,2001,5,294.1,560.1
四湖植物園,2001,5,288.5,535.2
水試臺西試驗場,2001,5,*283.6,*527.5
海口故事園區,2001,5,275.7,498.4
臺大雲林校區,2001,5,292.1,536.9
麥寮合作社,2001,5,296.4,551.4
農試嘉義分所,2001,5,*257.4,*455.8
南改義竹分場,2001,5,290.6,536.8
南改鹿草分場,2001,5,287.1,530.9
布袋國中,2001,5,288.5,549.3
農試溪口農場,2001,5,*264.0,*496.3
七股研究中心,2001,5,294.2,561.9
六官養殖協會,2001,5,291.6,534.9
水試所海水繁養殖中心,2001,5,288.3,543.5
畜試所,2001,5,293.8,532.0
臺南蘭花園區,2001,5,287.8,525.4
臺南農改,2001,5,295.8,539.3
林試六龜中心,2001,5,293.1,556.2
林試扇平站,2001,5,254.2,445.7
農試鳳山分所,2001,5,*280.6,*506.7
高改旗南分場,2001,5,*281.8,*511.7
崎峰國小,2001,5,303.7,607.6
恆春工作站,2001,5,XXX,XXX
東港工作站,2001,5,306.5,613.5
畜試南區分所,2001,5,*296.5,*618.7
高雄農改,2001,5,312.5,717.9
畜試東區分所,2001,5,258.3,448.9
花改蘭陽分場,2001,5,248.4,410.9
花蓮農改,2001,5,243.1,383.7
東改班鳩分場,2001,5,231.4,352.9
東改賓朗果園,2001,5,*223.5,*342.0
林試太麻里1,2001,5,250.0,429.1
林試太麻里2,2001,5,*252.8,*456.9
茶改東部分場,2001,5,*236.9,*399.6
桃改樹林分場,2001,6,254.5,427.2
茶改北部分場,2001,6,249.9,431.5
桃園農改,2001,6,286.0,533.5
茶改場,2001,6,276.5,504.4
農工中心,2001,6,268.5,478.7
桃改五峰分場,2001,6,253.8,436.2
桃改新埔分場,2001,6,288.9,510.0
畜試北區分所,2001,6,315.6,719.9
苗改生物防治研究中心,2001,6,297.9,556.5
苗栗農改,2001,6,301.2,601.6
種苗繁殖,2001,6,297.5,539.4
農業試驗所,2001,6,214.3,377.8
王功漁港,2001,6,295.4,547.3
臺中農改,2001,6,293.4,538.6
中改埔里分場,2001,6,*252.9,*398.1
林試畢祿溪站,2001,6,*246.2,*422.7
臺大內茅埔,2001,6,229.0,364.4
臺大和社,2001,6,234.6,370.7
臺大溪頭,2001,6,200.1,291.0
臺大竹山,2001,6,276.4,478.3
茶改中部分場,2001,6,260.8,418.9
茶改南部分場,2001,6,275.2,475.7
萬大發電廠,2001,6,258.1,468.2
蓮華池,2001,6,261.3,407.1
南改斗南分場,2001,6,289.5,532.4
口湖工作站,2001,6,294.1,560.1
四湖植物園,2001,6,288.5,535.2
水試臺西試驗場,2001,6,*283.6,*527.5
海口故事園區,2001,6,275.7,498.4
臺大雲林校區,2001,6,292.1,536.9
麥寮合作社,2001,6,296.4,551.4
農試嘉義分所,2001,6,*257.4,*455.8
南改義竹分場,2001,6,290.6,536.8
南改鹿草分場,2001,6,287.1,530.9
布袋國中,2001,6,288.5,549.3
農試溪口農場,2001,6,*264.0,*496.3
七股研究中心,2001,6,294.2,561.9
六官養殖協會,2001,6,291.6,534.9
水試所海水繁養殖中心,2001,6,288.3,543.5
畜試所,2001,6,293.8,532.0
臺南蘭花園區,2001,6,287.8,525.4
臺南農改,2001,6,295.8,539.3
林試六龜中心,2001,6,293.1,556.2
林試扇平站,2001,6,254.2,445.7
農試鳳山分所,2001,6,*280.6,*506.7
高改旗南分場,2001,6,*281.8,*511.7
崎峰國小,2001,6,303.7,607.6
恆春工作站,2001,6,XXX,XXX
東港工作站,2001,6,306.5,613.5
畜試南區分所,2001,6,*296.5,*618.7
高雄農改,2001,6,312.5,717.9
畜試東區分所,2001,6,258.3,448.9
花改蘭陽分場,2001,6,248.4,410.9
花蓮農改,2001,6,243.1,383.7
東改班鳩分場,2001,6,231.4,352.9
東改賓朗果園,2001,6,*223.5,*342.0
林試太麻里1,2001,6,250.0,429.1
林試太麻里2,2001,6,*252.8,*456.9
茶改東部分場,2001,6,*236.9,*399.6
桃改樹林分場,2001,7,254.5,427.2
茶改北部分場,2001,7,249.9,431.5
桃園農改,2001,7,286.0,533.5
茶改場,2001,7,276.5,504.4
農工中心,2001,7,268.5,478.7
桃改五峰分場,2001,7,253.8,436.2
桃改新埔分場,2001,7,288.9,510.0
畜試北區分所,2001,7,315.6,719.9
苗改生物防治研究中心,2001,7,297.9,556.5
苗栗農改,2001,7,301.2,601.6
種苗繁殖,2001,7,297.5,539.4
農業試驗所,2001,7,214.3,377.8
王功漁港,2001,7,295.4,547.3
臺中農改,2001,7,293.4,538.6
中改埔里分場,2001,7,*252.9,*398.1
林試畢祿溪站,2001,7,*246.2,*422.7
臺大內茅埔,2001,7,229.0,364.4
臺大和社,2001,7,234.6,370.7
臺大溪頭,2001,7,200.1,291.0
臺大竹山,2001,7,276.4,478.3
茶改中部分場,2001,7,260.8,418.9
茶改南部分場,2001,7,275.2,475.7
萬大發電廠,2001,7,258.1,468.2
蓮華池,2001,7,261.3,407.1
南改斗南分場,2001,7,289.5,532.4
口湖工作站,2001,7,294.1,560.1
四湖植物園,2001,7,288.5,535.2
水試臺西試驗場,2001,7,*283.6,*527.5
海口故事園區,2001,7,275.7,498.4
臺大雲林校區,2001,7,292.1,536.9
麥寮合作社,2001,7,296.4,551.4
農試嘉義分所,2001,7,*257.4,*455.8
南改義竹分場,2001,7,290.6,536.8
南改鹿草分場,2001,7,287.1,530.9
布袋國中,2001,7,288.5,549.3
農試溪口農場,2001,7,*264.0,*496.3
七股研究中心,2001,7,294.2,561.9
六官養殖協會,2001,7,291.6,534.9
水試所海水繁養殖中心,2001,7,288.3,543.5
畜試所,2001,7,293.8,532.0
臺南蘭花園區,2001,7,287.8,525.4
臺南農改,2001,7,295.8,539.3
林試六龜中心,2001,7,293.1,556.2
林試扇平站,2001,7,254.2,445.7
農試鳳山分所,2001,7,*280.6,*506.7
高改旗南分場,2001,7,*281.8,*511.7
崎峰國小,2001,7,303.7,607.6
恆春工作站,2001,7,XXX,XXX
東港工作站,2001,7,306.5,613.5
畜試南區分所,2001,7,*296.5,*618.7
高雄農改,2001,7,312.5,717.9
畜試東區分所,2001,7,258.3,448.9
花改蘭陽分場,2001,7,248.4,410.9
花蓮農改,2001,7,243.1,383.7
東改班鳩分場,2001,7,231.4,352.9
東改賓朗果園,2001,7,*223.5,*342.0
林試太麻里1,2001,7,250.0,429.1
林試太麻里2,2001,7,*252.8,*456.9
茶改東部分場,2001,7,*236.9,*399.6
桃改樹林分場,2001,8,254.5,427.2
茶改北部分場,2001,8,249.9,431.5
桃園農改,2001,8,286.0,533.5
茶改場,2001,8,276.5,504.4
農工中心,2001,8,268.5,478.7
桃改五峰分場,2001,8,253.8,436.2
桃改新埔分場,2001,8,288.9,510.0
畜試北區分所,2001,8,315.6,719.9
苗改生物防治研究中心,2001,8,297.9,556.5
苗栗農改,2001,8,301.2,601.6
種苗繁殖,2001,8,297.5,539.4
農業試驗所,2001,8,214.3,377.8
王功漁港,2001,8,295.4,547.3
臺中農改,2001,8,293.4,538.6
中改埔里分場,2001,8,*252.9,*398.1
林試畢祿溪站,2001,8,*246.2,*422.7
臺大內茅埔,2001,8,229.0,364.4
臺大和社,2001,8,234.6,370.7
臺大溪頭,2001,8,200.1,291.0
臺大竹山,2001,8,276.4,478.3
茶改中部分場,2001,8,260.8,418.9
茶改南部分場,2001,8,275.2,475.7
萬大發電廠,2001,8,258.1,468.2
蓮華池,2001,8,261.3,407.1
南改斗南分場,2001,8,289.5,532.4
口湖工作站,2001,8,294.1,560.1
四湖植物園,2001,8,288.5,535.2
水試臺西試驗場,2001,8,*283.6,*527.5
海口故事園區,2001,8,275.7,498.4
臺大雲林校區,2001,8,292.1,536.9
麥寮合作社,2001,8,296.4,551.4
農試嘉義分所,2001,8,*257.4,*455.8
南改義竹分場,2001,8,290.6,536.8
南改鹿草分場,2001,8,287.1,530.9
布袋國中,2001,8,288.5,549.3
農試溪口農場,2001,8,*264.0,*496.3
七股研究中心,2001,8,294.2,561.9
六官養殖協會,2001,8,291.6,534.9
水試所海水繁養殖中心,2001,8,288.3,543.5
畜試所,2001,8,293.8,532.0
臺南蘭花園區,2001,8,287.8,525.4
臺南農改,2001,8,295.8,539.3
林試六龜中心,2001,8,293.1,556.2
林試扇平站,2001,8,254.2,445.7
農試鳳山分所,2001,8,*280.6,*506.7
高改旗南分場,2001,8,*281.8,*511.7
崎峰國小,2001,8,303.7,607.6
恆春工作站,2001,8,XXX,XXX
東港工作站,2001,8,306.5,613.5
畜試南區分所,2001,8,*296.5,*618.7
高雄農改,2001,8,312.5,717.9
畜試東區分所,2001,8,258.3,448.9
花改蘭陽分場,2001,8,248.4,410.9
花蓮農改,2001,8,243.1,383.7
東改班鳩分場,2001,8,231.4,352.9
東改賓朗果園,2001,8,*223.5,*342.0
林試太麻里1,2001,8,250.0,429.1
林試太麻里2,2001,8,*252.8,*456.9
茶改東部分場,2001,8,*236.9,*399.6
桃改樹林分場,2001,9,254.5,427.2
茶改北部分場,2001,9,249.9,431.5
桃園農改,2001,9,286.0,533.5
茶改場,2001,9,276.5,504.4
農工中心,2001,9,268.5,478.7
桃改五峰分場,2001,9,253.8,436.2
桃改新埔分場,2001,9,288.9,510.0
畜試北區分所,2001,9,315.6,719.9
苗改生物防治研究中心,2001,9,297.9,556.5
苗栗農改,2001,9,301.2,601.6
種苗繁殖,2001,9,297.5,539.4
農業試驗所,2001,9,214.3,377.8
王功漁港,2001,9,295.4,547.3
臺中農改,2001,9,293.4,538.6
中改埔里分場,2001,9,*252.9,*398.1
林試畢祿溪站,2001,9,*246.2,*422.7
臺大內茅埔,2001,9,229.0,364.4
臺大和社,2001,9,234.6,370.7
臺大溪頭,2001,9,200.1,291.0
臺大竹山,2001,9,276.4,478.3
茶改中部分場,2001,9,260.8,418.9
茶改南部分場,2001,9,275.2,475.7
萬大發電廠,2001,9,258.1,468.2
蓮華池,2001,9,261.3,407.1
南改斗南分場,2001,9,289.5,532.4
口湖工作站,2001,9,294.1,560.1
四湖植物園,2001,9,288.5,535.2
水試臺西試驗場,2001,9,*283.6,*527.5
海口故事園區,2001,9,275.7,498.4
臺大雲林校區,2001,9,292.1,536.9
麥寮合作社,2001,9,296.4,551.4
農試嘉義分所,2001,9,*257.4,*455.8
南改義竹分場,2001,9,290.6,536.8
南改鹿草分場,2001,9,287.1,530.9
布袋國中,2001,9,288.5,549.3
農試溪口農場,2001,9,*264.0,*496.3
七股研究中心,2001,9,294.2,561.9
六官養殖協會,2001,9,291.6,534.9
水試所海水繁養殖中心,2001,9,288.3,543.5
畜試所,2001,9,293.8,532.0
臺南蘭花園區,2001,9,287.8,525.4
臺南農改,2001,9,295.8,539.3
林試六龜中心,2001,9,293.1,556.2
林試扇平站,2001,9,254.2,445.7
農試鳳山分所,2001,9,*280.6,*506.7
高改旗南分場,2001,9,*281.8,*511.7
崎峰國小,2001,9,303.7,607.6
恆春工作站,2001,9,XXX,XXX
東港工作站,2001,9,306.5,613.5
畜試南區分所,2001,9,*296.5,*618.7
高雄農改,2001,9,312.5,717.9
畜試東區分所,2001,9,258.3,448.9
花改蘭陽分場,2001,9,248.4,410.9
花蓮農改,2001,9,243.1,383.7
東改班鳩分場,2001,9,231.4,352.9
東改賓朗果園,2001,9,*223.5,*342.0
林試太麻里1,2001,9,250.0,429.1
林試太麻里2,2001,9,*252.8,*456.9
茶改東部分場,2001,9,*236.9,*399.6
桃改樹林分場,2001,11,254.5,427.2
茶改北部分場,2001,11,249.9,431.5
桃園農改,2001,11,286.0,533.5
茶改場,2001,11,276.5,504.4
農工中心,2001,11,268.5,478.7
桃改五峰分場,2001,11,253.8,436.2
桃改新埔分場,2001,11,288.9,510.0
畜試北區分所,2001,11,315.6,719.9
苗改生物防治研究中心,2001,11,297.9,556.5
苗栗農改,2001,11,301.2,601.6
種苗繁殖,2001,11,297.5,539.4
農業試驗所,2001,11,214.3,377.8
王功漁港,2001,11,295.4,547.3
臺中農改,2001,11,293.4,538.6
中改埔里分場,2001,11,*252.9,*398.1
林試畢祿溪站,2001,11,*246.2,*422.7
臺大內茅埔,2001,11,229.0,364.4
臺大和社,2001,11,234.6,370.7
臺大溪頭,2001,11,200.1,291.0
臺大竹山,2001,11,276.4,478.3
茶改中部分場,2001,11,260.8,418.9
茶改南部分場,2001,11,275.2,475.7
萬大發電廠,2001,11,258.1,468.2
蓮華池,2001,11,261.3,407.1
南改斗南分場,2001,11,289.5,532.4
口湖工作站,2001,11,294.1,560.1
四湖植物園,2001,11,288.5,535.2
水試臺西試驗場,2001,11,*283.6,*527.5
海口故事園區,2001,11,275.7,498.4
臺大雲林校區,2001,11,292.1,536.9
麥寮合作社,2001,11,296.4,551.4
農試嘉義分所,2001,11,*257.4,*455.8
南改義竹分場,2001,11,290.6,536.8
南改鹿草分場,2001,11,287.1,530.9
布袋國中,2001,11,288.5,549.3
農試溪口農場,2001,11,*264.0,*496.3
七股研究中心,2001,11,294.2,561.9
六官養殖協會,2001,11,291.6,534.9
水試所海水繁養殖中心,2001,11,288.3,543.5
畜試所,2001,11,293.8,532.0
臺南蘭花園區,2001,11,287.8,525.4
臺南農改,2001,11,295.8,539.3
林試六龜中心,2001,11,293.1,556.2
林試扇平站,2001,11,254.2,445.7
農試鳳山分所,2001,11,*280.6,*506.7
高改旗南分場,2001,11,*281.8,*511.7
崎峰國小,2001,11,303.7,607.6
恆春工作站,2001,11,XXX,XXX
東港工作站,2001,11,306.5,613.5
畜試南區分所,2001,11,*296.5,*618.7
高雄農改,2001,11,312.5,717.9
畜試東區分所,2001,11,258.3,448.9
花改蘭陽分場,2001,11,248.4,410.9
花蓮農改,2001,11,243.1,383.7
東改班鳩分場,2001,11,231.4,352.9
東改賓朗果園,2001,11,*223.5,*342.0
林試太麻里1,2001,11,250.0,429.1
林試太麻里2,2001,11,*252.8,*456.9
茶改東部分場,2001,11,*236.9,*399.6
桃改樹林分場,2001,12,254.5,427.2
茶改北部分場,2001,12,249.9,431.5
桃園農改,2001,12,286.0,533.5
茶改場,2001,12,276.5,504.4
農工中心,2001,12,268.5,478.7
桃改五峰分場,2001,12,253.8,436.2
桃改新埔分場,2001,12,288.9,510.0
畜試北區分所,2001,12,315.6,719.9
苗改生物防治研究中心,2001,12,297.9,556.5
苗栗農改,2001,12,301.2,601.6
種苗繁殖,2001,12,297.5,539.4
農業試驗所,2001,12,214.3,377.8
王功漁港,2001,12,295.4,547.3
臺中農改,2001,12,293.4,538.6
中改埔里分場,2001,12,*252.9,*398.1
林試畢祿溪站,2001,12,*246.2,*422.7
臺大內茅埔,2001,12,229.0,364.4
臺大和社,2001,12,234.6,370.7
臺大溪頭,2001,12,200.1,291.0
臺大竹山,2001,12,276.4,478.3
茶改中部分場,2001,12,260.8,418.9
茶改南部分場,2001,12,275.2,475.7
萬大發電廠,2001,12,258.1,468.2
蓮華池,2001,12,261.3,407.1
南改斗南分場,2001,12,289.5,532.4
口湖工作站,2001,12,294.1,560.1
四湖植物園,2001,12,288.5,535.2
水試臺西試驗場,2001,12,*283.6,*527.5
海口故事園區,2001,12,275.7,498.4
臺大雲林校區,2001,12,292.1,536.9
麥寮合作社,2001,12,296.4,551.4
農試嘉義分所,2001,12,*257.4,*455.8
南改義竹分場,2001,12,290.6,536.8
南改鹿草分場,2001,12,287.1,530.9
布袋國中,2001,12,288.5,549.3
農試溪口農場,2001,12,*264.0,*496.3
七股研究中心,2001,12,294.2,561.9
六官養殖協會,2001,12,291.6,534.9
水試所海水繁養殖中心,2001,12,288.3,543.5
畜試所,2001,12,293.8,532.0
臺南蘭花園區,2001,12,287.8,525.4
臺南農改,2001,12,295.8,539.3
林試六龜中心,2001,12,293.1,556.2
林試扇平站,2001,12,254.2,445.7
農試鳳山分所,2001,12,*280.6,*506.7
高改旗南分場,2001,12,*281.8,*511.7
崎峰國小,2001,12,303.7,607.6
恆春工作站,2001,12,XXX,XXX
東港工作站,2001,12,306.5,613.5
畜試南區分所,2001,12,*296.5,*618.7
高雄農改,2001,12,312.5,717.9
畜試東區分所,2001,12,258.3,448.9
花改蘭陽分場,2001,12,248.4,410.9
花蓮農改,2001,12,243.1,383.7
東改班鳩分場,2001,12,231.4,352.9
東改賓朗果園,2001,12,*223.5,*342.0
林試太麻里1,2001,12,250.0,429.1
林試太麻里2,2001,12,*252.8,*456.9
茶改東部分場,2001,12,*236.9,*399.6
桃改樹林分場,2002,2,254.5,427.2
茶改北部分場,2002,2,249.9,431.5
桃園農改,2002,2,286.0,533.5
茶改場,2002,2,276.5,504.4
農工中心,2002,2,268.5,478.7
桃改五峰分場,2002,2,253.8,436.2
桃改新埔分場,2002,2,288.9,510.0
畜試北區分所,2002,2,315.6,719.9
苗改生物防治研究中心,2002,2,297.9,556.5
苗栗農改,2002,2,301.2,601.6
種苗繁殖,2002,2,297.5,539.4
農業試驗所,2002,2,214.3,377.8
王功漁港,2002,2,295.4,547.3
臺中農改,2002,2,293.4,538.6
中改埔里分場,2002,2,*252.9,*398.1
林試畢祿溪站,2002,2,*246.2,*422.7
臺大內茅埔,2002,2,229.0,364.4
臺大和社,2002,2,234.6,370.7
臺大溪頭,2002,2,200.1,291.0
臺大竹山,2002,2,276.4,478.3
茶改中部分場,2002,2,260.8,418.9
茶改南部分場,2002,2,275.2,475.7
萬大發電廠,2002,2,258.1,468.2
蓮華池,2002,2,261.3,407.1
南改斗南分場,2002,2,289.5,532.4
口湖工作站,2002,2,294.1,560.1
四湖植物園,2002,2,288.5,535.2
水試臺西試驗場,2002,2,*283.6,*527.5
海口故事園區,2002,2,275.7,498.4
臺大雲林校區,2002,2,292.1,536.9
麥寮合作社,2002,2,296.4,551.4
農試嘉義分所,2002,2,*257.4,*455.8
南改義竹分場,2002,2,290.6,536.8
南改鹿草分場,2002,2,287.1,530.9
布袋國中,2002,2,288.5,549.3
農試溪口農場,2002,2,*264.0,*496.3
七股研究中心,2002,2,294.2,561.9
六官養殖協會,2002,2,291.6,534.9
水試所海水繁養殖中心,2002,2,288.3,543.5
畜試所,2002,2,293.8,532.0
臺南蘭花園區,2002,2,287.8,525.4
臺南農改,2002,2,295.8,539.3
林試六龜中心,2002,2,293.1,556.2
林試扇平站,2002,2,254.2,445.7
農試鳳山分所,2002,2,*280.6,*506.7
高改旗南分場,2002,2,*281.8,*511.7
崎峰國小,2002,2,303.7,607.6
恆春工作站,2002,2,XXX,XXX
東港工作站,2002,2,306.5,613.5
畜試南區分所,2002,2,*296.5,*618.7
高雄農改,2002,2,312.5,717.9
畜試東區分所,2002,2,258.3,448.9
花改蘭陽分場,2002,2,248.4,410.9
花蓮農改,2002,2,243.1,383.7
東改班鳩分場,2002,2,231.4,352.9
東改賓朗果園,2002,2,*223.5,*342.0
林試太麻里1,2002,2,250.0,429.1
林試太麻里2,2002,2,*252.8,*456.9
茶改東部分場,2002,2,*236.9,*399.6
桃改樹林分場,2002,3,254.5,427.2
茶改北部分場,2002,3,249.9,431.5
桃園農改,2002,3,286.0,533.5
茶改場,2002,3,276.5,504.4
農工中心,2002,3,268.5,478.7
桃改五峰分場,2002,3,253.8,436.2
桃改新埔分場,2002,3,288.9,510.0
畜試北區分所,2002,3,315.6,719.9
苗改生物防治研究中心,2002,3,297.9,556.5
苗栗農改,2002,3,301.2,601.6
種苗繁殖,2002,3,297.5,539.4
農業試驗所,2002,3,214.3,377.8
王功漁港,2002,3,295.4,547.3
臺中農改,2002,3,293.4,538.6
中改埔里分場,2002,3,*252.9,*398.1
林試畢祿溪站,2002,3,*246.2,*422.7
臺大內茅埔,2002,3,229.0,364.4
臺大和社,2002,3,234.6,370.7
臺大溪頭,2002,3,200.1,291.0
臺大竹山,2002,3,276.4,478.3
茶改中部分場,2002,3,260.8,418.9
茶改南部分場,2002,3,275.2,475.7
萬大發電廠,2002,3,258.1,468.2
蓮華池,2002,3,261.3,407.1
南改斗南分場,2002,3,289.5,532.4
口湖工作站,2002,3,294.1,560.1
四湖植物園,2002,3,288.5,535.2
水試臺西試驗場,2002,3,*283.6,*527.5
海口故事園區,2002,3,275.7,498.4
臺大雲林校區,2002,3,292.1,536.9
麥寮合作社,2002,3,296.4,551.4
農試嘉義分所,2002,3,*257.4,*455.8
南改義竹分場,2002,3,290.6,536.8
南改鹿草分場,2002,3,287.1,530.9
布袋國中,2002,3,288.5,549.3
農試溪口農場,2002,3,*264.0,*496.3
七股研究中心,2002,3,294.2,561.9
六官養殖協會,2002,3,291.6,534.9
水試所海水繁養殖中心,2002,3,288.3,543.5
畜試所,2002,3,293.8,532.0
臺南蘭花園區,2002,3,287.8,525.4
臺南農改,2002,3,295.8,539.3
林試六龜中心,2002,3,293.1,556.2
林試扇平站,2002,3,254.2,445.7
農試鳳山分所,2002,3,*280.6,*506.7
高改旗南分場,2002,3,*281.8,*511.7
崎峰國小,2002,3,303.7,607.6
恆春工作站,2002,3,XXX,XXX
東港工作站,2002,3,306.5,613.5
畜試南區分所,2002,3,*296.5,*618.7
高雄農改,2002,3,312.5,717.9
畜試東區分所,2002,3,258.3,448.9
花改蘭陽分場,2002,3,248.4,410.9
花蓮農改,2002,3,243.1,383.7
東改班鳩分場,2002,3,231.4,352.9
東改賓朗果園,2002,3,*223.5,*342.0
林試太麻里1,2002,3,250.0,429.1
林試太麻里2,2002,3,*252.8,*456.9
茶改東部分場,2002,3,*236.9,*399.6
桃改樹林分場,2002,5,254.5,427.2
茶改北部分場,2002,5,249.9,431.5
桃園農改,2002,5,286.0,533.5
茶改場,2002,5,276.5,504.4
農工中心,2002,5,268.5,478.7
桃改五峰分場,2002,5,253.8,436.2
桃改新埔分場,2002,5,288.9,510.0
畜試北區分所,2002,5,315.6,719.9
苗改生物防治研究中心,2002,5,297.9,556.5
苗栗農改,2002,5,301.2,601.6
種苗繁殖,2002,5,297.5,539.4
農業試驗所,2002,5,214.3,377.8
王功漁港,2002,5,295.4,547.3
臺中農改,2002,5,293.4,538.6
中改埔里分場,2002,5,*252.9,*398.1
林試畢祿溪站,2002,5,*246.2,*422.7
臺大內茅埔,2002,5,229.0,364.4
臺大和社,2002,5,234.6,370.7
臺大溪頭,2002,5,200.1,291.0
臺大竹山,2002,5,276.4,478.3
茶改中部分場,2002,5,260.8,418.9
茶改南部分場,2002,5,275.2,475.7
萬大發電廠,2002,5,258.1,468.2
蓮華池,2002,5,261.3,407.1
南改斗南分場,2002,5,289.5,532.4
口湖工作站,2002,5,294.1,560.1
四湖植物園,2002,5,288.5,535.2
水試臺西試驗場,2002,5,*283.6,*527.5
海口故事園區,2002,5,275.7,498.4
臺大雲林校區,2002,5,292.1,536.9
麥寮合作社,2002,5,296.4,551.4
農試嘉義分所,2002,5,*257.4,*455.8
南改義竹分場,2002,5,290.6,536.8
南改鹿草分場,2002,5,287.1,530.9
布袋國中,2002,5,288.5,549.3
農試溪口農場,2002,5,*264.0,*496.3
七股研究中心,2002,5,294.2,561.9
